id,trigger,conditions,script,text,options,notes
"# failed gaRR mission, owe credits to GA",,,,,,
gaRRMissionReturnPlayerOwes,PickGreeting,"$global.gaRR_playerOwes score:1000
$player.credits >= $global.gaRR_failedCredits","RemoveCommodity credits $global.gaRR_failedCredits
unset $global.gaRR_playerOwes
unset $global.gaRR_failedCredits","""Ah, uh, captain."" Sebestyen stammers awkwardly at you for a moment. ""T-The, um, bursar's office contacted me, and um, they're taking back the credits allocated to you for the ransom payment. They tell me that the situation has been resolved?""",contact_pickAnotherGreeting:Continue,
,,,,,,
# GA - Transverse Jump,,,,,,
gaTJBlurb,gaTJ_blurb,,,"""Provost Baird put in a request for the extraction of a, um, researcher? From er ... a heavily guarded Tri-Tachyon black site in the outer Sector. Also I'm not supposed to tell you where it is before you accept the mission."" Sebestyen looks up at you awkwardly, ""For reasons."" ",,
gaTJOfferOption,gaTJ_option,,,,gaTJ_start:Ask about the Tri-Tachyon black site extraction mission,
gaTJMissionText,DialogOptionSelected,$option == gaTJ_start,$missionId = gaTJ,"""Yes! Okay."" Sebestyen nervously clears his throat several times and re-aligns the datapad on his desk. ""The provost said I shouldn't... um, I can't tell you the location of the target system until after you accept. So.""

""This mission requires... discretion. As I'm sure you know, there are many technically unclaimed systems outside the core worlds. If some polity were to make an official claim, they'd have to establish a charter and, well, this would technically give the Domain jurisdiction. Of course without the Domain around, the Hegemony has claimed successor status and has stepped into the role of...""",gaTJ_briefing1:Continue,
gaTJMissionText1,DialogOptionSelected,$option == gaTJ_briefing1,,"Sebestyen notices you drifting. 

""I'm sorry captain, what I mean to say is that the Tri-Tachyon corporation considers the site in question to be outside the jurisdiction of... anyone, and is therefore within their rights to establish ah, secret research bases. And defend them. The Hegemony disagrees.""

""And so um,"" Sebestyen pinches his eyes shut for a moment, ""They hire these mercenaries and, and they shoot anything that comes near. It's terrible!""","gaTJ_briefing2:""Watch out for mercs, got it. The mission?""",
gaTJMissionText2,DialogOptionSelected,$option == gaTJ_briefing2,,"""Oh! I was just getting to that. Well, the previous provost, Tomas Kallichore, he worked closely with Tri-Tachyon. There was some pretty exciting research, actually, and... yes, the mission: an academician from the Galatia Academy is still stationed at one of these secret research bases and... Provost Baird wants them back.""

""But this academician was never technically there in the first place. Legally speaking. Because it was all a big secret."" Sebestyen looks pained at the logic of these politics, ""So Tri-Tachyon isn't, um, cooperating. Do you see?""","gaTJ_briefing3:""You want me to kidnap a researcher from a secret Tri-Tachyon base?""",
gaTJMissionText3,DialogOptionSelected,$option == gaTJ_briefing3,SetTextHighlights $gaTJ_reward,"""No no no, it's not kidnapping!"" Sebesyten seems sick at the thought, ""The researcher wants to come home, $gaTJ_heOrShe managed to get some communications out and we've set up a whole system... er."" 

He looks around, ""Please, don't tell anyone I told you that part. Um. So if you can help, Provost Baird has insisted that you receive $gaTJ_reward credits. I'm authorized to provide more information if you accept.""","gaTJ_accept:Accept
aseb_decline:Decline",
gaTJMissionText4,DialogOptionSelected,$option == gaTJ_accept,"Call $global.gaTJ_ref showMap ""Target: $gaTJ_planetName""","""Wonderful,"" Academician Sebestyen looks relieved, ""The research base is on the planet $gaTJ_planetName in the $gaTJ_systemName system, which is $gaTJ_dist light-years from here.""

""You'll want to avoid the, er, mercenary patrols. We believe they'll be guarding all of the jump-points, so if you can find a large gravity well to jump to, that could get you safely in-system. Then go to where the research base is hidden and contact Academician $gaTJ_researcherName through the coded frequency that I'll provide. $gaTJ_HeOrShe should be able to shut down the base's security for long enough to get aboard your ship.""",gaTJ_briefing5:Continue,
gaTJMissionText5,DialogOptionSelected,$option == gaTJ_briefing5,"SetTextHighlights ""Transverse Jump""
FireBest gaTJ_briefing5response","Sebestyen re-reads his datapad with a concerned look, then says ""There's a way to get back to hyperspace without using a jump-point."" 

He looks up at you, perhaps wondering if you'll think him insane, ""It's not a joke. Before the Hegemony arrested many of our top hyperspace researchers after the, ah, big incident, one of them - Academician Scylla Coureuse - was working on this theory, and we were very close to finding an application for a sort of Transverse Jump which could move a ship directly to hyperspace from normal space."" 

He puts down the datapad, looking worried, ""Theoretically.""",,
gaTJMissionText5reponse1,gaTJ_briefing5response,$player.ability:fracture_jump,,,"gaTJ_briefingHaveTJ:""Oh, I know how to do that.""",
gaTJMissionText5reponse2,gaTJ_briefing5response,,,,"gaTJ_briefing6:""That sounds useful."" ",
gaTJMissionTextHaveTJ1,DialogOptionSelected,$option == gaTJ_briefingHaveTJ,,"""You- what?"" Sebestyen looks stunned, processing your statement.

""I suppose, of course... There were rumors, anecdotes... um, do you mind providing some of your navigational logs? The data would be quite fascinating and, and...""","gaTJ_briefingTJDataYes:""I'll have my nav officer provide everything you need.""
gaTJ_briefingTJDataNo:""I don't think we have time for that.""
",
gaTJMissionTextHaveTJyes,DialogOptionSelected,$option == gaTJ_briefingTJDataYes,,"""Wonderful,"" he smiles, ""This could confirm the uh- right, you have things to do. Where were we...""",gaTJ_briefing6:Continue,
gaTJMissionTextHaveTJno,DialogOptionSelected,$option == gaTJ_briefingTJDataNo,,"""Um,"" he looks abashed. ""Of course. Where were we..."" ",gaTJ_briefing6:Continue,
gaTJMissionText6,DialogOptionSelected,$option == gaTJ_briefing6,"Call $mHub accept $missionId
Call $mHub returnToList","Academician Sebestyen sits up a little straighter, ""Yes! I'll transmit all the necessary information, captain. Good luck."" 

He puts down, then picks up his datapad. ""And please be careful,"" he adds.",,
,,,,,,
# gaTJ planet interactions,,,,,,
gaTJPlanetInteraction,OpenInteractionDialog,"$gaTJ_targetPlanet score:1000
Call $global.gaTJ_ref updateData","ShowDefaultVisual
FireBest GATJPlanetInteraction","Your $shipOrFleet approaches $entityName. There is no outward sign of a Tri-Tachyon research base. 

""Captain,"" your sensors officer brings your attention to a cluster of weak neutrino sources in the southern hemisphere. ""Wouldn't have caught it if we didn't know what to look for.""",,
gaTJPrintHostilesText,GATJAdjustOptions,HostileFleetNearbyAndAware,"SetEnabled mktRaidNonMarket false
SetEnabled gaTJ_get false","A nearby hostile fleet is tracking your movements, making a rescue operation inadvisable.",,
gaTJStandardPlanetInteraction,GATJPlanetInteraction,,FireBest GATJAdjustOptions,,"gaTJ_contact:Send a coded burst on the frequency provided by Sebestyen
defaultLeave:Leave",
gaTJPlanetContact,DialogOptionSelected,$option == gaTJ_contact,Call $global.gaTJ_ref showResearcher,"Almost immediately a worried face appears, dripping sweat. ""Stars beyond,"" $gaTJ_heOrShe exclaims, ""You actually came! I am Academician $gaTJ_researcherName and I'm ready to leave. Right now."" 

$gaTJ_HeOrShe laughs, sounding just a little unhinged, ""It's been- rads and ruin, a long long time. I've pulled a copy of all the base archives, and,"" $gaTJ_heOrShe grins and holds up a small datachip, ""The little secret Baird wants so badly. The EMP is about to go off, so don't panic when you detect it. I've hidden a shuttle in a shielded bay so I'll meet you in orbit soon. Just remember- "" 

A frantic alarm sounds behind $gaTJ_himOrHer. The researcher looks over $gaTJ_hisOrHer shoulder, ""Ludd's hells-"" 

The signal cuts out.",gaTJ_contact2:Continue,
gaTJPlanetContact2,DialogOptionSelected,$option == gaTJ_contact2,ShowDefaultVisual,"The EMP goes off like a flashbulb on your bridge holodisplay of the planet below. All stations set to high alert, you wait tense minutes for any sign of Baird's informant.

""There!"" shouts your tactical officer.

The bridge displays zooms in to a small energy source that just made low orbit- a tiny cargo shuttle without even a closed cockpit. Visual scans can just make out a suited figure riding on its light chassis, weak thrusters pushing a course toward intercept.",gaTJ_contact3:Continue,
gaTJPlanetContact3,DialogOptionSelected,$option == gaTJ_contact3,"Call $global.gaTJ_ref showResearcher
SetTextHighlights ""Transverse Jump""
$global.gaTJ_needToReturn = true
Call $global.gaTJ_ref updateStage
FireBest gaTJ_planetContact4response","A space ops team ushers the freed academician into a debriefing chamber. ""Captain,"" $gaTJ_heOrShe says with panic in $gaTJ_hisOrHer eyes, ""There's no time. They got a signal out before the comms went down. I've got this,"" $gaTJ_heOrShe fumbles with a pouch on $gaTJ_hisOrHer vacuum rig, pulling out the datachip from earlier.

""It's a software patch. Roots and modifies hyperdrive field software. Then, on command, you can engage Transverse Jump! Jump from normal to hyperspace,"" a manic gleam comes into $gaTJ_researcherName's eyes, ""Anywhere.""",,
gaTJPlanetContact4response1,gaTJ_planetContact4response,$player.ability:fracture_jump,"SetTextHighlights ""Transverse Jump""",,"gaTJ_haveTJ:""No need. I already know Transverse Jump.""",
gaTJPlanetContact4response2,gaTJ_planetContact4response,,,,"gaTJ_takeChip:Take the datachip
gaTJ_NN:""That won't be necessary.""
",
gaTJPlanetContactHaveTJ,DialogOptionSelected,$option == gaTJ_haveTJ,"SetTextHighlights ""Transverse Jump""
Call $global.gaTJ_ref triggerMercFleets
# do this anyway so re-speccing out of Navigation doesn't lose it
AddAbility fracture_jump","""You... what?"" $gaTJ_researcherName looks at you, confused. ""I've heard rumors. Just spacers' stories, I thought. There's no way you could tune the hyperdrive field that accurately on manual control. And if you made one mistake..."" 

$gaTJ_HeOrShe shakes $gaTJ_hisOrHer head, forlorn in the conclusion that $gaTJ_heOrShe has been rescued by a captain whose primary reactor is missing some shielding.

You take the datachip from $gaTJ_researcherName's trembling hand. Provost Baird wants this thing, so she'll get it. You order the academician to be seen to quarters - and watched - as you return to the bridge to decide whether to Transverse Jump directly to hyperspace or deal with the incoming mercs the old-fashioned way.",defaultLeave:Leave,
gaTJPlanetContactTakeChip,DialogOptionSelected,$option == gaTJ_takeChip,,"You take the datachip from the escapee's trembling hand.

""Yes, yes,"" $gaTJ_researcherName says, ""Use this and we can escape. Those mercs, captain, they're the expensive ones. No mere pirates, they're... "" $gaTJ_heOrShe shudders, ""They're cruel. And they have the best ships money can buy. You have to get us out of here.""

You order the academician to be seen to quarters - and watched - as you return to the bridge.",gaTJ_investigateChip:Investigate the datachip,
gaTJPlanetContactTakeNN,DialogOptionSelected,$option == gaTJ_NN,,"A look of fear crosses the escapee's face, ""Captain! But you must. Please, just take it,"" $gaTJ_heOrShe moves forward, trying to push the datachip into your hands. And freezes as your bodyguards' sidearms appear.

""The merc fleets- they'll be coming for you now,"" $gaTJ_researcherName pleads. ""They won't negotiate, captain. You have to get us out of here,"" 

You wave your bodyguards down and take the chip. Provost Baird wants this thing, so it must be worth something. You order the academician to be seen to quarters - and watched - as you return to the bridge.",gaTJ_investigateChip:Investigate the datachip,
gaTJinvestigateChip,DialogOptionSelected,$option == gaTJ_investigateChip,,"As your $shipOrFleet prepares to de-orbit, you plug the datachip into a secure terminal to see what Provost Baird decided to risk your life for. It is encrypted, of course, and the routine ICE-breaker doesn't crack it. Rarely does, but one must be thorough.

You think for only a moment before inputting the secure comm frequency given to you by Sebestyen to contact this 'researcher'. The crypto unfolds, leaving you with a tiny code package that seems to want to interface with a standard Domain hyperdrive kernel. You call your navigation officer over to consult.",gaTJ_investigateChip2:Continue,
gaTJinvestigateChip2,DialogOptionSelected,$option == gaTJ_investigateChip2,"Call $global.gaTJ_ref triggerMercFleets
AddAbility fracture_jump","""It appears to 'tune' the hyperdrive field,"" they explain. ""And if this does what it says it does, it would be able to create the effect of a sort of pseudo jump-point around the ship itself."" The excitement in their voice is palpable, ""Theoretically an entire fleet could launch itself into hyperspace from ... anywhere!"" 

You react without surprise to this development, thanking the officer for the input.

""Um, yes, Captain,"" they say uncertainly, ""$PlayerSirOrMadam. I'll return to my station and await your orders.""

You upload a copy of the datachip's contents to your personal TriPad. Just in case.",defaultLeave:Leave,
# return to Sebestyen,,,,,,
gaTJMissionReturn,PickGreeting,"$gaTJ_needToReturn score:1000
Call $global.gaTJ_ref updateData
FireBest ASEBMissionReturn",ShowPersonVisual,"""Captain! Thank you for returning- "" Sebestyen freezes, then lowers his voice, ""-for returning the ah, researcher. Provost Baird will be very pleased. She's restarting the hyperspace- um, well, I shouldn't ruin it. I'm sure there'll be a proper announcement when they're all ready.""",gaTJ_finish:Continue,
gaTJReturnFinish,DialogOptionSelected,$option == gaTJ_finish,"$global.gaTJ_completed = true
Call $global.gaTJ_ref updateStage",,contact_pickAnotherGreeting:Continue,
,,,,,,
"# GAIntro2
Find data core while surveying, get mission to return it to the Galatia Academy",,,,,,
# hop in on a standard survey interaction and insert stuff about GA,,,,,,
gaIntro2surveyOpen,DialogOptionSelected,"$option == surveyPerform
!$global.gaIntro2found
RollProbability 0.3 score:1000","$global.gaIntro2found = true
$option = gaIntro2_start1 0
FireBest DialogOptionSelected","Your sensors officer frowns at a blinking indicator. ""Captain, there appears to be a faint signal coming from low orbit.""

They pull a detailed scan of the transmission source to the primary bridge display, an orbital nav grid overlaid with icons and telemetry.

""The transmission is very weak. We only picked it up as the survey array ran through its calibration cycle. It looks like an automated instrument package deployed in low orbit. Power source is degraded. It's got to have been here for a while.""","gaIntro2_start2:""And the signal?""","# hop in and interrupt a standard survey interaction, insert stuff about GA etc"
gaIntro2surveyOpenAgain,PopulateOptions,"$global.gaIntro2found
$gaIntro2startLater
!$rejectedRetrieval",FireBest GAIntro2ReminderText,,gaIntro2_retrieval:Order the data core retrieved,
gaIntro2surveyOpenAgainText,GAIntro2ReminderText,!$shownReminderText,"$shownReminderText = true 0
AddText ""Your sensors officer reminds you that you have previously discovered a Galatia Academy instrument package orbiting this planet. A transmission promises a cash reward for its return to the academy.""",,,
gaIntro2surveyOpenAgain2,PopulateOptions,"$global.gaIntro2found
$gaIntro2startLater
$rejectedRetrieval","ShowDefaultVisual
PrintDescription 3
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo
AddText ""An instrument package orbiting this planet is sending a weak transmission promising a cash reward for its return to the Galatia Academy.""",,gaIntro2_retrieval2:Order the data core retrieved,# in case you want to immediately change your mind
gaIntro2start2,DialogOptionSelected,$option == gaIntro2_start2,"Highlight ""18,000""","Your sensors officer activates the audio output: a garbled loop, wailing in and out of coherence. A recorded voice? 

""The transmitter must be damaged. But with a little work,"" a hint of pride enters their voice, ""There.""

""-ment of the Galatia Academy. If found, I implore you to return the data core to the academy for a reward of 18,000 credits authorized by Provost Tomas Kallichore. Message will repeat.""","gaIntro2_retrieval:Order the data core retrieved
gaIntro2_leaveIt:Leave it be",
gaIntro2leaveIt,DialogOptionSelected,$option == gaIntro2_leaveIt,"$gaIntro2startLater = true
$rejectedRetrieval = true 0
FireAll PopulateOptions",,,
gaIntro2retrieval2,DialogOptionSelected,$option == gaIntro2_retrieval2,"$option = gaIntro2_retrieval 0
FireBest DialogOptionSelected",,,
gaIntro2retrieval,DialogOptionSelected,$option == gaIntro2_retrieval,"AddTextSmall ""Acquired Galatia Academy data core"" highlight","Your ops chief oversees a retrieval mission by-the-book, staging approach-and-scan to maximize safety in the event of environmental or technological hazards. The salvor team is used to your chief's attention to detail and within the hour place the instrument package data core in an EM-sealed crate.","gaIntro2_inspect:Inspect the data
gaIntro2_leaveWithCore:Just take the core",
gaIntro2inspect,DialogOptionSelected,$option == gaIntro2_inspect,,"Cursory inspection by your technology officer - to make sure this isn't some kind of bomb or rogue AI core - reveals a data core packed to its limit with compressed telemetry streams. 

""It's a... a lot of data,"" they say, scrolling through vast columns of numbers.","gaIntro2_what:""What is it?""
gaIntro2_leaveWithCore:""Good. Then the Academy will pay me for its recovery.""",
gaIntro2what,DialogOptionSelected,$option == gaIntro2_what,,"""Well,"" your technology officer's brow furrows, ""Recordings. Sensor logs. Detecting, um."" They pause the data-feed, examining some of the numbers. ""Some kind of... field strength?""

You are beginning to get the impression that your tech officer doesn't know what this device was measuring.","gaIntro2_sayso:""If you don't know, just say so.""
gaIntro2_leaveWithCore:""Good. Then the Academy will pay me for its recovery.""",
gaIntro2sayso,DialogOptionSelected,$option == gaIntro2_sayso,"$option = gaIntro2_leaveWithCore 0
FireBest DialogOptionSelected","""$PlayerSirOrMadam. Yes, captain. Of course."" Is that the hint of a blush? The reprimand is made, so you push no further.",,
gaIntro2leaveWithCore,DialogOptionSelected,$option == gaIntro2_leaveWithCore,"unset $gaIntro2startLater
BeginMission gaIntro2
ShowDefaultVisual
PrintDescription 3
FireAll GAIntro2SebCheck
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","It doesn't matter what's on this data core, corrupted or not, so long as the Galatia Academy pays the credits promised for its return. You order the crate secured in the cargo hold until your $shipOrFleet next finds itself in the Galatia system.",,
gaIntro2sebCheck,GAIntro2SebCheck,$player.metSebestyen,Call $global.gaIntro2_ref makeSebestyenImportant,,,
# Then: return to the Galatia Academy with the data core!,,,,,,
# case 1: have not met Sebestyen,,,,,,
gaIntro2returnStart,PopulateOptions,"!$player.metSebestyen
$market.gaIntro2_returnHere
Call $global.gaIntro2_ref updateData",,,gaIntro2_returnStart2:Ask about returning a data core to Provost Kallichore,# if player doesn't know about Kallichore
gaIntro2returnStart2,DialogOptionSelected,$option == gaIntro2_returnStart2,,"At the mention of ""Kallichore"" the junior agent goes suddenly pale and touches their ear, stammering something about an urgent request as they turn and leave.

With a sigh, you check the public comms terminal nearby. No entry under the name ""Kallichore"". After your query, the display locks into a Hegemony COMSEC warning.",gaIntro2_returnStart3:Continue,
gaIntro2returnStart3,DialogOptionSelected,$option == gaIntro2_returnStart3,,"You open comms to your flagship and delegate the task of finding out what's going on to your comms officer.

In short order they manage to navigate the lower echelons of graduate students to finally speak with someone in a position of authority. 

The active comms link is routed to your personal interface.",gaIntro2_returnElek1:Accept the comms request,
gaIntro2returnElek1,DialogOptionSelected,$option == gaIntro2_returnElek1,BeginConversation elek,"""Academician Elek, at your service. Captain... ?""

The Academician draws out your presumed title like you've forgotten to serve him biscuits with his tea. You're certain your comms officer would have mentioned your name.","gaIntro2_returnElek2a:""I've recovered a data core. The provost authorized a reward.""
gaIntro2_returnElek2b:""My name is $playerName. I'm returning a data core for the provost's reward.""
",
gaIntro2returnElek2a,DialogOptionSelected,$option == gaIntro2_returnElek2a,"$option = gaIntro2_returnElek2b 0
FireBest DialogOptionSelected",,,
gaIntro2returnElek2b,DialogOptionSelected,$option == gaIntro2_returnElek2b,,"""Oh, one of those. Of course. Your secretary should have just said so."" The academician pauses, ""But then this would have been Provost Kallichore, would it not? He's not the provost anymore, no no."" 

Elek's voice deepens with practiced gravitas, ""Not after what happened...""","gaIntro2_returnElekWhat1:""What happened?""
gaIntro2_returnElekStillReward:""So is there still a reward?""
gaIntro2_returnElekDumpIt:""Is there a reward or should I dump this data core into this gas giant we're orbiting?""
",
gaIntro2returnElekWhat1,DialogOptionSelected,$option == gaIntro2_returnElekWhat1,,"Elek leans back, slipping into his professorial role. ""The provost - Kallichore that is - quite overstepped the bounds of his office, in my opinion. The Hegemony agreed and the crackdown was dramatic: oppression and tyranny run rampant in the halls of enlightenment, troopers stomping down the corridors of our fine academy!"" Elek is working himself up.

""Now I'm a mere specialist in the planetary sciences, some would say preeminent in my field, so of course I had nothing to do with Kallichore's jump-point experiments. But."" He pauses, taking a moment to look up to the heavens.

""I had my suspicions. Particularly of those of my colleagues who wouldn't hesitate to breach the ethos we uphold as members of this academy. And that's exactly what I told the Hegemony officer who interrogated me! The thick-headed brute said he'd review my list of names, but from my point of observation I would speculate that he quite ignored my insight. It is as stars tossed in the mud, I tell you! I present the gift of knowledge and-"" ",gaIntro2_returnElekWhat2:Continue,
gaIntro2returnElekWhat2,DialogOptionSelected,$option == gaIntro2_returnElekWhat2,,"Elek rambles away, giving you no clear answers about what happened.

Instead, Academician Elek seems to have a list of complaints against his colleagues, the Hegemony officers who didn't cooperate in Elek's efforts to sell out his colleagues, and against both the previous and current provost, neither of whom holds - or held - a correct appreciation of 'The Academy'.

You sigh, and use your captain-voice to pry a few words into a pause as Elek is finally forced to take a breath.","gaIntro2_returnElekStillReward:""Let us discuss the reward.""
gaIntro2_returnElekDumpIt:""Is there a reward or do I dump this data core into the gas giant we're orbiting?",
gaIntro2returnElekStillReward,DialogOptionSelected,$option == gaIntro2_returnElekStillReward,,"""Oh."" Elek looks at you blankly for a moment. ""I suppose there is that. Hmm, I don't recall that particular account being frozen. Have your secretary or whomever send the data core to the Planetology Department, if you would be so kind.""",gaIntro2_returnElekReward:Send the data core over,
gaIntro2returnElekDumpIt,DialogOptionSelected,$option == gaIntro2_returnElekDumpIt,,"The edge in your voice seems to shake the academician. 

""Oh."" Elek looks at you blankly for a moment. ""Please! Don't do that, the data is very valuable. Which, um, I suppose there is a reward. That account wasn't frozen, after all. Have your secretary or whatever send the datacore to the Planetology Department, if you would be so kind.""",gaIntro2_returnElekReward:Send the data core over,
gaIntro2returnElekReward,DialogOptionSelected,$option == gaIntro2_returnElekReward,"Call $global.gaIntro2_ref updateData
AddCredits $gaIntro2_credits
$global.gaIntro2_completed = true 0
Call $global.gaIntro2_ref updateStage
FireAll PopulateOptions
AddText ""\""Now, where were we...\"" Elek says.""","You would, and you do. 

Academician Elek authorizes release of the reward credits to you, via the bursar's office, with surprising alacrity.",,
,,,,,,
,,,,,,
# case 2: have met Sebestyen,,,,,,
#gaIntro2returnStartTEST,PopulateOptions,"$player.metSebestyen
$market.gaIntro2_returnHere
Call $global.gaIntro2_ref updateData",,,gaIntro2_returnSebStart:DEV return the core to Sebestyen,
gaIntro2returnSebStart,PickGreeting,"$market.gaIntro2_returnHere score:1000
Call $global.gaIntro2_ref updateData
FireBest ASEBMissionReturn","ShowPersonVisual
$global.gaIntro2_completed = true
Call $global.gaIntro2_ref updateStage","""Captain!"" Sebestyen looks pleased to see you. Come to think of it, he always seems pleased to see you. 

""I'm told you recovered, um,"" he taps at something on his desk. ""This um, oh, the data core. That project belongs to... here it is, Academician Elek in planetology."" 

Far be it from Sebestyen to criticize anyone directly, you detect an unusual drop in positivity in Sebestyen's tone when referring to this 'Elek'. It's not that he's being unkind, just... less kind.","gaIntro2_returnSeb2:""The reward is still good?""
gaIntro2_returnSeb3:""What's wrong with Academician Elek?""",
gaIntro2returnSeb1,DialogOptionSelected,$option == gaIntro2_returnSeb1,,"""Captain!"" Sebestyen looks pleased to see you. Come to think of it, he always seems pleased to see you. ""I'm told you recovered, um,"" he taps at something on his desk.

""This um, oh, the data core. That project belongs to... here it is, Academician Elek in planetology."" 

Far be it from Sebestyen to criticize anyone directly, you detect an unusual drop in positivity in Sebestyen's tone when referring to this 'Elek'. It's not that he's being unkind, just... less kind.","gaIntro2_returnSeb2:""The reward is still good?""
gaIntro2_returnSeb3:""What's wrong with Academician Elek?""
",
gaIntro2returnSeb2,DialogOptionSelected,$option == gaIntro2_returnSeb2,AddCredits $gaIntro2_credits,"""Oh yes, of course,"" Sebestyen says. ""There was a separate account allotment for data recovery rewards budgeted into the project's, um, budget. So regardless of who is, um, the current provost or not, you are set to be paid. I just need to send this form, and-"" he taps his desk interface decisively.

""Done. The funds should be released to your account now. Good find, captain!""",contact_pickAnotherGreeting:Continue,
gaIntro2returnSeb3,DialogOptionSelected,$option == gaIntro2_returnSeb3,,"""I, uh."" Sebestyen is caught by your directness. ""...Academician Elek?""","gaIntro2_returnSeb4:""I get the impression that this person isn't universally liked.""
gaIntro2_returnSeb2:""Never mind. The reward is still good?""
",
gaIntro2returnSeb4,DialogOptionSelected,$option == gaIntro2_returnSeb4,,"""I, uh,"" Sebestyen begins, then speaks more quietly, ""Of... it, it isn't appropriate for me to speak poorly of any of the faculty of this institution. Being of course that I'm the liaison for Provost Baird's special, um."" He trails off, then trys a new tack.

""It's important that I be aware of the sensitivities of individuals within the academy, of course. And without. And how they might feel about... well, Academician Elek. He might be described by some - not me, of course - as having an, um."" 

Sebestyn reaches for a dark place within his psyche to find the words, then says ""An off-putting manner.""","gaIntro2_returnSeb5:""Off-putting? That's it?""",
gaIntro2returnSeb5,DialogOptionSelected,$option == gaIntro2_returnSeb5,,"""I mean."" Sebestyen looks troubled. ""Yes? Of course the individuals who feel, um, off-put don't see it as a small issue at all, which complicates the liaisoning between the uh, departments in question.""","gaIntro2_returnSeb6:I'm sorry that Elek makes your job more difficult.""
gaIntro2_returnSeb7:""How much do you hate Elek?""
gaIntro2_returnSeb2:""So how about that reward?""
",
gaIntro2returnSeb6,DialogOptionSelected,$option == gaIntro2_returnSeb6,,"""Please, captain,"" he says. ""You don't need to apologize. My job is to liaison, and Provost Baird picked me because I, I exceed expectations!"" 

Sebestyen seems to surprise himself a bit with this self-assessment and, steeling himself, proceeds. ""I can deal with Elek, don't worry. It is after all,"" he looks into the middle distance, jaw tight, ""My job.""
","gaIntro2_returnSeb2:""So how about that reward.""",
gaIntro2returnSeb7,DialogOptionSelected,$option == gaIntro2_returnSeb7,"AddCredits $gaIntro2_credits
SetTextHighlights $gaIntro2_credits
$option = contact_pickAnotherGreeting 0
FireBest DialogOptionSelected","""Um."" Sebestyen turns a new shade of red. ""Of course I don't, uh, I wouldn't use such a strong word with regard to... how about that reward for recovering the data core? $gaIntro2_credits credits, wasn't it?"" 

He starts tapping desperately at his interface.","# > ""Want me to kill him for you?""",
,,,,,,
# soe - Sword of Eventide  aka Princess of Persea,,,,,,
# step1: meet Caspian Sang at a bar on Chicomoztoc,,,,,,
soeMeetCaspianStart0,DialogOptionSelected,"!$global.didEventideRaoBall
$faction.id == hegemony
$option == marketVisitBar
$player.metDaud
$player.fcm_faction == hegemony
RollProbability 0.2","FireBest BarShuttleDownPrintDesc
FireBest BarPrintDesc
BarCMD playAmbience",,soe_meetCaspianStart:Continue,
soeMeetCaspianStart1,DialogOptionSelected,$option == soe_meetCaspianStart,"SaveCurrentVisual
BeginConversation caspian
$player.metCaspianSang = true","A pack of young officers relax, downing a higher tier of drinks amid rolls of laughter at one or another bon mot.

One of them glances at you, his head turning just a degree as recognition crosses his face. He calls out, lifting a drink.

""Ah, you there! $playerName, is it not?""

He puts on an glowing smile and approaches. His friends examine you, elbowing one another as if this is the set-up to some jape.","soe_meetCaspian1greet2:""The one and only.""
soe_meetCaspian1greet1:""Do you know me?""
soe_meetCaspian1greet3:""Do I know you?""",
soeMeetCaspian1greet1,DialogOptionSelected,$option == soe_meetCaspian1greet1,"$option = soe_meetCaspian1 0
FireBest DialogOptionSelected","""Of course, captain. You're all the talk amongst the officer corps,"" his arm makes a languid motion that doesn't quite encompass his drinking-cadre, who find this hilarious.",,
soeMeetCaspian1greet2,DialogOptionSelected,$option == soe_meetCaspian1greet2,"$option = soe_meetCaspian1 0
FireBest DialogOptionSelected","""Of course, captain. You're all the talk amongst the officer corps,"" his arm makes a languid motion that doesn't quite encompass his drinking-cadre, who find this hilarious.",,
soeMeetCaspian1greet3,DialogOptionSelected,$option == soe_meetCaspian1greet3,"$option = soe_meetCaspian1 0
FireBest DialogOptionSelected","""Not yet, dear captain. See, you're all the talk amongst the officer corps,"" his arm makes a languid motion that doesn't quite encompass his drinking-cadre, who find this hilarious.",,
soeMeetCaspian1,DialogOptionSelected,$option == soe_meetCaspian1,,"""One hears you've won not a few skirmishes with pirate scum and the like. In service to the Hegemony, hear, hear!"" He raises his glass in a partial salute.

Then he looks to each side, performatively checking for snoops, before leaning in to speak more quietly, ""One even hears that old man Daud himself invited you for a personal meeting. Didn't get any of that mozzie hive-dirt on you did he? Ha-ha.""","soe_meetCaspianPrivate:""I have no comment on such speculation.""
soe_meetCaspianDontKnow:""I don't know what you're talking about.""
soe_meetCaspianWhat:""What do you mean by that?""
soe_meetCaspianInsulting:""Are you insulting the Hegemon?""",
soeMeetCaspian1a,DialogOptionSelected,$option == soe_meetCaspianPrivate,"$option = soe_meetCaspian2
FireBest DialogOptionSelected",,,
soeMeetCaspian1b,DialogOptionSelected,$option == soe_meetCaspianDontKnow,"$option = soe_meetCaspian2
FireBest DialogOptionSelected",,,
soeMeetCaspian1c,DialogOptionSelected,$option == soe_meetCaspianWhat,"$option = soe_meetCaspian2
FireBest DialogOptionSelected",,,
